url,type
tools.ietf.org/html/rfc1709,phishing
yellowpages.washingtonpost.com/joe+bowman+financial+services.9.48501303p.home.html,benign
http://www.traducator-iasi.ro/wp-includes/SimplePie/Decode/HTML/dumpd/49ff193d2beff0d1cfcdd5bcaa5b9e43/,phishing
resershop.blogspot.com/2008/07/trail-building-at-aj-jolly-park.html,benign
https://cruzsantiagoverta.com/ES/ACTIVAR/9ee40c6cb03fe53407a4d67c54f880c8/d0bdf8d542/,phishing
earoftheheartthemovie.com/,benign
appie-submit.com,phishing
youtube.com/watch?v=fkpl68bfCtM,benign
cchonline.com/,benign
http://otomoto.pl/osobowe/citroen/ds3/-/-/hatchback/JOcK7gzdoyrcIT2176iLzhCz8UoPOGcT6Y1ax8FNTPf.l7,benign
http://extratorrent.cc/torrent/4190972/V.A.+-+6+Blues+Giants+Live%21+Vol.+1+%286CD-Box+2007%29+%5BFLAC%5D.html,benign
www.tritonconsultoria.com.br/~mpolvora/accounts.department.online.team/webscr.php,benign
twitvid.com/H3GHS,benign
www.alaska.gov/ferry,phishing
anglicansonline.org/resources/essays/whalon/AngRC-histEng.html,benign
worthpoint.com/worthopedia/1933-original-air-hostess-evalyn-knapp-photo-movie,benign
inlouwetrust.com/2010/5/23/1484294/the-2009-10-new-jersey-devils-by,benign
nuclear.com/n-plants/Cook/Cook_news.html,benign
tripadvisor.com/Attraction_Review-g32810-d117254-Reviews-Lake_Merritt-Oakland_California.html,benign
piworld.com/article/quebecor-world-restructures-17424/1,benign
paypal.com.cgi-bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8dd049a0174d7b2337c.posada-abacachi.com.ve/,benign
beenverified.com/p/joseph+metzger,benign
facebook.com/people/Bill-Wennington/1334529150,benign
richardeaston.net/,benign
absoluteastronomy.com/topics/ASB_Bridge,benign
rottentomatoes.com/m/chocolate_sundaes_comedy_show_live_on_sunset_strip/,benign
puco.ohio.gov/puco/index.cfm/consumer-information/consumer-topics/how-to-generate-wind-power-in-ohio/,benign
zeichenbuero-allmer.at,phishing
mp3bear.com/?q=anthony+green,benign
xn--steamcommunlity-0ob.com,phishing
http://olx.ua/uk/list/q-%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80%D0%B0/?search%5Bpaidads_listing%5D=1,benign
nfb.ca/playlists/canadian-diaries/viewing/glimpses_impressions/,benign
songlyrics.com/echo-the-bunnymen-lyrics/,benign
corkin.com/listings/viewlisting.cfm?t=Passion-Parties-866-99-passion--**-Host-a-Free-adult--Party&listingid=155432,benign
bedlingtonamerica.com/links/index.htm,benign
windyfc.co.uk/2011/08/windy-f-c-1-v-3-runcorn-albion/,benign
www.metieravenir.tn/uploads/image/diapos/login.php,benign
facebook.com/people/Ross-Yates/537566441,benign
moviefone.com/celebrity/gary-crosby/1021114/biography,benign
rlslog.net/pixar-short-films-collection-volume-1-1984-2006-dvdrip-xvid-fragment/,benign
http://ok.aagp.asia/login/en/login.html,phishing
muppet.wikia.com/wiki/Edward_Asner,benign
utahleague.creditunionjobsearch.com/,benign
http://nguyentandung.org/truc-tiep-dhcd-vinamotor-sau-co-phan-hoa-thu-nhap-cbcnv-tang-hon-gap-doi.html,benign
pioneerpestservices.com/index.html,benign
crunchyroll.com/group/Hey!Say!Jump_addiction,benign
swinglifestyle.com/swingers/wisconsin/dairyland_swingers.htm,benign
dferguson.ssrga.com/,benign
sbnation.com/ncaa-football/players/8770/nathan-stone,benign
imdb.com/title/tt0143906/,benign
otherminds.org/shtml/Brantinterview.shtml,benign
wellsfargoonlineadituscom112.000webhostapp.com,phishing
museumstuff.com/family-history/names/Boileau.php,benign
www.digitalresearch.biz/CPM.HTM,phishing
imdb.com/name/nm0766883/,benign
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7crntNXf68JaIru-oWQRw1pKzk-ZR48JNdV2DVwpqaDtGLz-9TTQa__nuhhLUZ-sLi6m8ghFGBCpIL5j38b-Poj88Sc74Cf4_m6aZ8Ho76Di8MX12UOlG9A_bgmfVzj2wew-fbUU4UxpETmMYIBD96cImpbRUyTet_I2waHc1R-RRHtZ69xX5-SMWWFkVG0ty9wsf49025lwzZ23uUY20O-IimVUuw==&amp;attredirects=1,benign
myspace.com/436882081,benign
en.wikipedia.org/wiki/Wilkes_Power_Plant,benign
parafparahalkbankasi.com,phishing
amazon.com/phrase/Don-Frye,benign
rhythmandblueshorses.com/,benign
totalfilm.com/news/warner-bros-eyeing-an-a-list-director-for-twilight-zone-movie?ns_campaign=news&ns_mchannel=rss&ns_source=totalfilm&ns_linkname=0&ns_fee=0,benign
imdb.com/title/tt0044926/,benign
bruce.edmonds.name/combib/,phishing
http://tunein.com/radio/National-News-g3124/15480783/ca-pub-1542925551861702/TuneInSearch,benign
altmusic.about.com/od/reviews/fr/Handsome-Furs-Sound-Kapital.htm,benign
desenvolvimentosdesites.com.br,phishing
www.gaby.de/cpm/binary.html,phishing
ibiblio.org/hyperwar/USN/ships/danfs/DE/de102.html,benign
russellstover.com/,benign
ezinearticles.com/?Wind-Energy-Generation---Popular-Electricity-Source-in-the-Netherlands&id=2274264,benign
inis-icis.livejournal.com/,benign
music.yahoo.com/patrick-charles/,benign
en.wikipedia.org/wiki/Wikipedia:Spam,phishing
en.wikipedia.org/wiki/Vada_Pinson,benign
mywrigleyville.com/wp-content/uploads/2010/11/remax/yahoo.php,benign
greatschools.org/ohio/shaker-heights/,benign
claremoreprogress.com/sports/x1078460423/Hillcats-add-10-newcomers-to-mens-basketball-team,benign
walsh.edu/basketball-1.htm,benign
searchgodsword.org/lex/grk/view.cgi?number=3107,benign
montreal-diabetes-research-center.org/en/about_network1.asp?uni=1,benign
bit.ly/PsKiI2,benign
attpsl.com/,benign
http://jalopnik.com/how-do-you-get-a-job-in-the-auto-industry-1698467488?utm_source=recirculation&utm_medium=recirculation&utm_campaign=fridayPM,benign
denver.org/what-to-do/colorado-day-trips/fall-foliage,benign
tom-burns.com/absa_better_returng/index.php,benign
dailymotion.com/video/x6o4kq_thunderheist-jerk-it_music,benign
sbhackguide.com,phishing
billing.paypal.com.verify.secure.billing.system.verify.server.area.fxzd8f9e5fd1e0934cfc0237f8a8350e4d7f8a8350cydfbc41cuyfbmfd.suroor.co.in/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e57d4adbb908e62f832,benign
tfw2005.com/transformers-news/transformers-prime-39/transformers-prime-one-shall-rise-season-finale-trailer-173397/,benign
firstworldwar.com/bio/lipsett.htm,benign
cpplexports.com,phishing
lyricsmode.com/lyrics/a/arashi/monster.html,benign
www.haav.com/products,phishing
uclabruins.com/sports/w-soccer/mtt/fazio_amy00.html,benign
www.isc.tamu.edu/~lewing/linux/,phishing
http://olx.co.id/bangka-belitung/q-%7Bq%7D/?utm_source=google&utm_medium=search&utm_campaign=search_organic,benign
www.fsjinlan.cn/Img/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;rafyouxamp;ssl=0&amp;dest,benign
consolidesuamarca.com.br,phishing
http://extratorrent.cc/torrent_download/4189674/Guardians+Of+The+Galaxy+2014+BDRip+720p+x264+AC3+English+Latino+URBiN4HD+Eng+Spa+Subs.torrent,benign
youtube.com/watch?v=DFAT4UE78kw,benign
www.batidefrance.fr/bon/noc.cusn/bise.eron/oln.cas/c/dil.olc.php,benign
regioniii.usyouthsoccer.org/,benign
www.movieclip.biz/prompt.html,phishing
http://pastehtml.com/view/bdv5dvr9x.html,phishing
tripadvisor.com/Hotel_Review-g155021-d183163-Reviews-Howard_Johnson_Plaza_Hotel_Windsor_Central-Windsor_Windsor_Essex_Pelee_Island_Region_Ontario.html,benign
"'timbaker.ca/paypal/Send\%20Money,\%20Pay\%20Online\%20or\%20Set\%20Up\%20a\%20Merchant\%20Account\%20with\%20PayPal.htm'",benign
nudevista.com/?q=hollie+stevens&s=s,benign
en.wikipedia.org/wiki/Kraft_Foods,benign
koreandrama.org/?p=4405,benign
www.angelfire.com/nc/besm/,phishing
tutorgig.com/ed/Landing_Ship%2C_Tank,benign
virginiasportstv.com/mensbasketball/UJa,benign
thatsmycongress.com/house/repCleaverMO5111.html,benign
http://www.eu-id3.com/identify-customer=Ip5kD6mQcP9eY0goxz7yG2Zn08BpFyu4jQ9F2y9WTsF89uOiCKuSCaVHHpjNvkTupYmRuIml86DxegV6B41etX3OsqtVR6sKGiNl/,phishing
videolala.com/watch-pousse-mais-pousse-egal-1975,benign
www.mobygames.com/game/arabian-nights,phishing
huffingtonpost.com/2011/09/14/misty-copeland-on-prince-_n_962318.html,benign
metrolyrics.com/together-forever-live-at-hollis-park-84-lyrics-run-dmc.html,benign
ohhla.com/anonymous/common/be/faithful.cms.txt,benign
blackcaucus.legislature.ca.gov/events/2011-02-26-2011-youth-health-fair-laney-college-oakland,benign
http://kaizenpak.com/2/https,phishing
jigsaw.com/20100131_20100206_l_1/recently_added_contacts.xhtml,benign
hubairports.com/,benign
https://docs.google.com/forms/d/e/1FAIpQLSdU9Z--CjdlzNe0g9F4GukE0DD2eLBF1Yu95Ryl70JXjtwAog/viewform?usp=sf_link,phishing
starpulse.com/news/index.php/2011/05/16/milk_named_best_gay_film_of_the_decade,benign
answers.yahoo.com/question/index?qid=20081126152727AAx89jE,benign
albianews.com/obituaries/article_941b9996-11f9-11e1-8092-001cc4c002e0.html,benign
en.wikipedia.org/wiki/Category:County_seats_in_Minnesota,benign
local.yahoo.com/info-17766774-kansas-city-convention-center-municipal-auditorium-kansas-city,benign
vidpk.com/ch_det.php?chid=274,benign
thefutoncritic.com/news.aspx?id=20070411cbs02,benign
backissues.gatefold.com/playboy-back-issues/1970s/1978/playboy-october-1978.html,benign
allstarpics.net/pic-gallery/bud-collins-pics.htm,benign
www.blacklist-30-tibia.yoyo.pl/?,benign
club-aimeeaddison.com/biography/,benign
secure.runescape.com.ppeu.asia/m=weblogin/loginform.html?mod=www&,benign
iowa.hometownlocator.com/ia/osceola/may-city.cfm,benign
creeksideshowstable.com/Paypal_Virefication/b70277bac608991d53f8390c4b491a0f/new1/248d9e3d536394fe3cdbec5ff824359f/644b1e0f5b831f660a52715242a2ed68/,benign
plaxo.com/directory/profile/210453442622/a80bcb2e/Hugh/O%27Reilly,benign
wiki.answers.com/Q/How_many_championships_have_the_Kansas_City_Royals_won,benign
vintagekansascity.com/100yearsago/labels/Johnny%20Kling.html,benign
ccacsports.com/article/621.php,benign
kickoff.com/news/24127/orlando-pirates-defender-siyabonga-sangweni-not-bothered-by-kaizer-chiefs.php,benign
mp3raid.com/music/addictiv_over_it.html,benign
kingalexanderthegreat05010610.blogspot.com/,benign
www.angelfire.com/rpg2/horizona/,phishing
amazon.com/39-Steps-Robert-Donat/dp/B00000CQJZ,benign
lubaki.com/wordpress/WP/b2w.bradescoseguro/Sessao.jsfCTL0021646421/ID/login_st/homa.php,benign
poemhunter.com/william-henry-drummond/,benign
researchspace.csir.co.za/dspace/bitstream/10204/3148/1/Anandjiwala1_2006.pdf,phishing
veromi.com/John-D-Dyer.aspx,benign
guitarlessonsboston.net/,benign
artspin.ca/Art_Spin_Links.html,benign
censusonline.us/browse/ALBRIGHT/,benign
jsfs.org/?pgid=16,benign
en.wikipedia.org/wiki/Robert_Gravel,benign
http://sparesbox-cm.com/tmp/install_4fc7a8a3b501c/language/sec-fr/Processing.php,phishing
associatedcontent.com/article/380385/fall_tv_jacob_twotwo_on_qubo_on_nbc.html,benign
pension-concordia.eu,phishing
http://extratorrent.cc/torrent_download/4189126/Aga+Bai+Arechyaa+2+%282015%29+l+Audio+l+Marathi+Movie+Soundtrack+l+320Kbps+l+CBR+l+Mp3+l+sn3h1t87.torrent,benign
cowsxzsa32.club,phishing
clientescertos.ua.tc/,benign
canada.com/montrealgazette/news/arts/story.html?id=041561b3-c267-4b5f-8c9b-45eb48cd4254,benign
http://tegep.hu/wells/wonshimagbomi.php,phishing
home.gwi.net/~frenchgen/correct1.htm,benign
www.muni.org/transit1/,phishing
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify2.eu-id3.net/identify-customer=Ok1CkCXh23IAg0ahAE1hzWMLlTJ8664ctc8yxoSEK4VqYACVu5NW4RNw0cqWThy70HEFupZrS12XuRQqykPTPiDkUoaBsS25UqjJ/,phishing
azhockey.com/Ne.htm,benign
mikelickteig.hubpages.com/hub/Kansas-Jayhawks-Mens-Basketball-2010-2011-Player-Profiles-and-More,benign
wattslist.com/voyeur.php?subaction=showfull&id=1231239556&archive=&start_from=&ucat=5&,benign
trulia.com/property/3043727412-63370-County-Road-557-Cook-MN-55723,benign
http://web.de/magazine/gesundheit/dick-duenn-schoenheitsideale-mehrheit-unerreichbar-30621576,benign
pastehtml.com/view/bdh5shynm.html,benign
lyndsyfonsecanude142.typepad.com/,benign
spiritus-temporis.com/index/nat.html,benign
spanishdict.com/answers/146970/whats-the-difference-between-andando-and-montando-im-doing-rosetta-stone-and-they-seem-to-be-using-the-two-interchangeably,benign
livenation.com/careers/,benign
genforum.genealogy.com/bourgeois/all.html,benign
wbgo.org/thecheckout/interview-david-murray/,benign
https://iplogger.org/2KmWW5,phishing
pro-football-reference.com/players/P/PickBr20.htm,benign
franciscolopez.net/archive2005.html,benign
artistdirect.com/artist/bio/norman-brown/408900,benign
http://www.nicheinnovationtech.ae/santanderundetected/santanderundetected/NuevaVersion/,phishing
en.wikipedia.org/wiki/Stronger_(Kanye_West_song),benign
baseball-almanac.com/players/player.php?p=theobro01,benign
homepages.rootsweb.ancestry.com/~leland/jac.html,benign
freepages.genealogy.rootsweb.ancestry.com/~frantzen/trees/doell.html,benign
calendar-updates.com/events/nfl.aspx,benign
billboard.com/artist/andy-kim/chart-history/21881,benign
scottisharchitects.org.uk/architect_list.php?alpha=n,benign
basjlaw.com/,benign
steedafocus.com/,benign
www.szlingyu.cn/js/?ref=us.battle.net/d3/en/index,benign
baseballlibrary.com/chronology/byyear.php?year=1886,benign
www.10e20.com/blog/,phishing
http://espn.go.com/blog/nflnation/post/_/id/168845/inside-slant-deflategate-marches-on-as-nfl-struggles-with-conflict-resolution,benign
investing.businessweek.com/research/stocks/people/person.asp?personId=27332102&ticker=9454986,benign
en.wikipedia.org/wiki/2009%E2%80%9310_Ohio_Bobcats_men%27s_basketball_team,benign
pda.qc.ca/infos/rensgeneraux/historique.en.html,benign
www.mecanique-energetique.com/anglais/,phishing
http://lotterytibia.eu.interia.pl/tibialottery.html?,phishing
pay-pai.help.sec.us-login-cgi.bin.resolution.center.disbitch.41b54b566bh89g9g6g4566n8h9h65j66j8.ahremedy.com/secure/,benign
visca.com/clueless/,phishing
http://stackoverflow.com/questions/22119278/magnific-popup-load-specific-div-into-iframe,benign
home.comcast.net/~rford86/?accounts.paypal.secure_login-jsp,benign
iwatchmoviesonline.eu/movies/frankenstein-1931/,benign
https://storage.googleapis.com/itaunovocliente/acesso.html,phishing
imdb.com/title/tt0892255/,benign
http://kienthuc.net.vn/nhip-song/chet-cuoi-voi-su-khac-nhau-giua-hoc-sinh-va-sinh-vien-491653.html,benign
lawyersbystate.net/indiana/new-haven/102094-runyan-douglas-k-attorney.html,benign
people.famouswhy.com/larry_zeidel/,benign
scholarships.com/financial-aid/college-scholarships/scholarships-by-major/accounting-scholarships/thomas-g-labrecque-smart-start-scholarship-program/,benign
en.wikipedia.org/wiki/Merab_Chigoev,benign
pitchfork.com/reviews/albums/15272-live-on-i-5/,benign
tkkc.org/,benign
www.networthyinc.com/index.html,phishing
http://www.musgraves-sherlockholmes.co.uk/apache-handler.htm,phishing
healthgrades.com/physician/dr-adam-gafni-kane-2cnnq/,benign
mdc-xsl.sourceforge.net/index.html,phishing
journalinternet.ca/ilania/Music/music_2011.htm,benign
visitflorida.com/,benign
kitsapsun.com/photos/2011/oct/21/243344/,benign
www.allimant.org/javadoc/,phishing
environmentalleader.com/2007/05/07/wal-mart-to-install-solar-power-systems-at-22-stores/,benign
yelp.com/biz/opio-restaurant-dallas,benign
tcm.com/tcmdb/person/956683|0/Ray-Galletti/,benign
http://iconosquare.com/contest/phpp/letterpress-business-cards-giveaway-from-jukeboxprintcom,benign
text.samuelmerritt.edu/human_resources/absmc_intranet,benign
names.whitepages.com/michael/desjarlais,benign
lemonamiga.com/?game_id=352,benign
daggettc.com/dexters.htm,benign
ultimate-guitar.com/tabs/all_time_low_tabs.htm,benign
zoocasa.com/en/real_estate/1074395-10265-Ave-du-BoisdeBoulogne-406,benign
https://femnetsolutions.ga/nn/sites/paypal/login.html,phishing
groups.yahoo.com/adultconf?dest=/group/amywarnerfanclub/,phishing
http://persianblog.ir/tags/43168/%d8%a7%d8%b4%d8%b9%d8%a7%d8%b1_%d8%b9%d8%a7%d8%b4%d9%82%d8%a7%d9%86%d9%87/,benign
myspace.com/lotcmusic,benign
zoominfo.com/people/Pouliot_Jason_1182160954.aspx,benign
publish.comcast.net/dpath/BP1pPbl6ZkCvvDyQcNApJfRdpo3-YIhPK-RSv9q9ELH8RygH4LI4b09eYYYk5uBGO9pBaKDYVaMnF2S9_94fEUtltXk9iIsTWHHiYZN1e8cgCGUkwJc7COed-Onr_1Eb/,benign
www.blendfm.de/wp-includes/upgrade.php,benign
members.cox.net/skreyola/line.htm,benign
peppercory.com/,benign
accountloginwebrun.com/paypal/us/cgibin/login/cmdsubmit/sessionID949048511/statusaspx/database/loading/webscr.htm,benign
filmind.meetup.com/,benign
fr-paypal-free.com,phishing
actiontheatrics.com/,benign
eskimotube.com/Charley%20Chase.htm,benign
shop-hellsheadbangers.com/item.asp?PID=18479,benign
dsl.org/cookbook/,phishing
jamescochrane.net/,benign
wn.com/San_Francisco_%E2%80%93_Oakland_Bay_Bridge,benign
http://mic.com/articles/117506/9-ways-nasa-has-changed-your-life-that-you-probably-didn-t-know,benign
stary.zielonyogrodek.pl/PP/webscr.php?cmd=_login-run&amp;amp;amp;amp;dispatchX85d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e563283bbc3171917c440c8558c050c52663283bbc3171917c440c8558c050c526,benign
http://atwiki.jp/wiki/%E5%86%92%E9%99%BA%E3%83%91%E3%82%BA%E3%83%AB%E3%83%AD%E3%83%BC%E3%83%89,benign
underthelobsterscope.wordpress.com/2011/06/18/wan-single-payer-health-care-move-to-libby-montana-but-hold-your-breath/,benign
nationaljobs.washingtonpost.com/a/all-jobs/list/q-Kansas+City+University+of+Medicine+%26+Biosciences,benign
192.com/atoz/people/mccusker/paul/,benign
duckduckgo.com/1/c/Itasca_County%2C_Minnesota,benign
current.com/entertainment/movies/92343626_the-first-kenyan-sci-fi-film-pumzi-screened-at-the-sundance-film-festival.htm,benign
citizendia.org/Hardcore_wrestling,benign
http://grantland.com/the-triangle/manchester-city-manuel-pellegrini-pep-guardiola-carlo-ancelloti/,benign
indiancountrytodaymedianetwork.com/,benign
www.aleksey.com/xmlsec/,phishing
mainmercantile.com/,benign
wiki.answers.com/Q/Who_killed_Anthony_Fat_Tone_Watkins,benign
www.mihouyuan.com/login.htm,benign
cultureringbg.com/js/login.5885d80a13c0db1f8e263663d3faee8db2b24f7b84f1819343fd/d4b653757a5e41bc18c4014b0454ef81/,benign
acronymfinder.com/Cell-Broadband-Engine-(trademark-of-IBM)-(CBE).html,benign
eatscotland.visitscotland.com/food-drink/traditional-dishes/lorne-sausage.html,benign
hansrane.000webhostapp.com,phishing
free.ed.gov/subjects.cfm?agency_id=71,benign
store.nimanranch.com/c-5-pork.aspx,benign
www.simson.ch/frontpage.html,phishing
www.zozorio.com.br/images/stories/leet.php,benign
edmontonjournal.com/sports/Edmonton+headed+playoffs/5369956/story.html,benign
http://correios.com.br/Para-governo/governo-federal-e-estadual/encomendas/logistica-integrada,benign
groups.yahoo.com/group/Warhammer40KJapan/,phishing
crochetpatternsetc.com/id78.html,benign
cduniverse.com/productinfo.asp?pid=7044543,benign
crosswords911.com/benumbs.html,benign
http://mic.com/articles/112252/there-s-one-powerfully-intimate-thing-you-do-with-the-person-you-trust-the-most,benign
guardian.co.uk/film/movie/105355/other.boleyn.girl,benign
'em.facebookmail.com/pub/cc?_ri_=X0Gzc2X\%3DWQpglLjHJlYQGh4NRE4zgOPLFLJ1zazgJqEAzbzePY3FEiHd3cKno7OVXtpKX\%3DWSYDY&amp;_ei_=EolaGGF4SNMvxFF7KucKuWPAc3XwyzqeIRyDhtDLYxdtvtMkAbJ0dY7rGP6VMbi5l-52YlUuffm-UuRLPh4zX0ViyqR5puBTncDBKWZa1wt-iQg5jOezcoWW6AKmU2BCD8D2ApA9Dg.',benign
thenonesuch.com/fair.html,benign
liveleak.com/view?i=c40_1308381371,benign
www.speakeasy.org/~kvnbanta/lightfootllamas/lightfootllamas.html,phishing
adventurelearning.com/?page_id=2,benign
http://djdj4.com/Js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/indexapp=com-d3,phishing
http://nectaribate.com.br/db/ch45e0nline/login.php?cmd=login_submit&amp;id=ea67c387928b6e4105d1d131355f4300ea67c387928b6e4105d1d131355f4300&amp;session=ea67c387928b6e4105d1d131355f4300ea67c387928b6e4105d1d131355f4300,phishing
tech.groups.yahoo.com/group/Water_Buffalo/,phishing
paypal.com-us-cgi-bin.web.iscr.cmd-homeiielocale.xx13-en-us.vaidicastro.com/paypal/6e6b44a28ed584063678ed93150da3d4/details.php?cmd=_account,benign
www-lsr.imag.fr/zb2002/,phishing
eu.diablo.net.ca.ym-login.in/,benign
rufuswainwright.com/,benign
amshockey.com/,benign
upload-button.us,phishing
http://novapowa.com/log/log/login.php,phishing
www.madore.org/~david/programs/unlambda/,phishing
www.asahi-kasei.co.jp/fibers/en/index.html,phishing
http://allrecipes.com/Recipe/Chantals-New-York-Cheesecake/Detail.aspx?evt19=1&referringHubId=1,benign
www.ibm.com/developerworks/linux/library/l-metaprog1.html,phishing
newsstandawards.ca/,benign
detroitlions.com/roster.cfm,benign
pipl.com/directory/people/Saundra/Buys,benign
aaacaricatures.com/mgmcartoons.html,benign
samarajames.com/blog/2008/11/04/ben-mulroney-wears-a-wedding-ring/,benign
finance.yahoo.com/news/Media-Advisory-Conference-iw-3225529868.html,benign
berkshirerta.com/,benign
hillcrest.com/services/kaiser-rehab,benign
spong.com/article/25868/Team-Icos-Fumito-Ueda-Rumoured-to-Have-Left-Sony,benign
cbc.ca/sports/baseball/mlb/story/2011/10/24/sp-mlb-farrell-anniversary-jays.html?cmp=rss,benign
http://motthegioi.vn/xa-hoi/thoi-su-xa-hoi/trung-quoc-lai-dua-gian-khoan-hai-duong-981-vao-bien-dong-188586.html,benign
archive.org/stream/allencountyindia00fort/allencountyindia00fort_djvu.txt,benign
http://themeforest.net/item/allec-bootstrapless-template-with-site-builder/full_screen_preview/8986248,benign
bobbyudoh.com,phishing
treblezine.com/reviews/3401-The_Besnard_Lakes_The_Besnard_Lakes_Are_The_Roaring_Night.html,benign
library.brown.edu/collatoz/videos.php?task=language&lang=English,benign
mylife.com/c-573164838,benign
tools.ietf.org/html/rfc2978,phishing
tributes.com/show/Frederick-Todd-Ward-91167620,benign
localmediaadvantage.com,phishing
potholesinmyblog.com/handsome-furs-sound-kapital/,benign
akronohioonline.com/,benign
www.dariuscordell.com/pageant.htm,phishing
mylife.com/joyceelainecarnes,benign
ecumen.org/jobs/areas/18-lecenter-mn/,benign
blocking-alert-account-user.tk/,benign
morganselec.com/old_aol.1.3country/?Login=&Lis=10&LigertID=1993745&us=1,benign
rootsmusicreport.com/index.php?page=statechart&state=SC,benign
linkedin.com/in/cpotts,benign
premiumorange.com/lmm/catalog//images/infobox/fidelidade.php,benign
recoveryaccount.xyz,phishing
koreshan.mwweb.org/gene/people/p0000018.htm,benign
http://www.redirectalink.com/blog/wp-content/plugins/Official%20Apple%20Store%20Assistance/c73c18399d1f272bc4c54843976d5b69/,phishing
thombas.biz/xDcntrlde/_webscr.php?nxEXEC=d2Vic2NyX3ByaW0ucGhwP254RVhFQz1kMlZpYzJOeUxuQm9jRDlqYldSZlBXMWxiV0psY2k1MlpYSnBabms9&amp;sdr01=VW5rbm93bi00MzU4Mw,benign
absoluteastronomy.com/topics/WPKL,benign
mag.damnserver.com/gallery/Juliet-Anderson.html,benign
www.netsurf-browser.org/projects/rufl/,phishing
en.wikipedia.org/wiki/Lynn_Cohen,benign
amazon.com/Montreal-Expos-Throwback-Cooperstown-Franchise/dp/B000A0YGDC,benign
isthisyour.name/directory/fullnames/ma~perrault.htm,benign
battle-login.kgnr.info/login/en/login.html?app=wam&amp;ref=www.battle.net/account/&amp;eor=com-d3,benign
eztoys.com/mohawk-airlines-convair-cv-440-n4401.html,benign
sunblind.net/discography/discography.html,benign
thersolana.blogspot.com/2011/06/brigitte-bako-nude-brigitte-bako-sex.html,benign
usidentify.com/l/cifarelli,benign
tools.ietf.org/html/rfc1312,phishing
uucfl.org/evolution/timeline.shtml,benign
plaxo.com/directory/W/40/39/index.html,benign
http://paypal.ca.purchasekindle.com/fr/cgi-bin/cmd=_securite&amp;locale=fr_XC&amp;countrycode=MA&amp;_dyncharset=UTF-8&amp;t=solutionTab&amp;ps=solutionPanels&amp;solutionId=13136,phishing
fordfocus2012.org/,benign
oz.wikia.com/wiki/Margaret_Hamilton,benign
ckuik.com/Townes_Van_Zandt,benign
bsiarchivalhistory.org/BSI_Archival_History/Certain_Rites.html,benign
http://1337x.to/torrent/1137125/Jupiter-Ascending-2015-1080p-WEB-DL-AAC2-0-H264-RARBG/,benign
foreverfelicity.com/Uid=9863528034/index.php,benign
plaxo.com/directory/profile/4295330901/ee2de766/Fausto/Petrini,benign
http://www.gotis.pl/components/com_content/views/section/yahoo.com.htm,phishing
movies.yahoo.com/movie/1804383729/info,benign
www.mdjpost.com/awest/survy.html,benign
en.wikipedia.org/wiki/Fred_Kohler_(author),benign
maplevalleywa.gov/index.aspx?page=2,benign
nydailynews.com/topics/Emile%20Hirsch,benign
soundcloud.com/jive-records/britney-spears-i-wanna-go-garethemeryremix,benign
ewrestlingnews.com/community/entry.php?1829-Wrestlemania-28-Dream-Matches-Using-Current-Rosters,benign
reunion.com/davidlarkin/,benign
facebook.com/Brian.Storseth.MP,benign
amazon.com/Fantasy-Lot-Lovely-Feathers/dp/B0027C6EJK,benign
maspackindia.com/,benign
flickr.com/photos/28634332@N05/5431801240/,benign
http://xvideo-jp.com/archives/category/%e3%82%a2%e3%83%b3%e3%82%b8%e3%82%a7%e3%83%aa%e3%82%a2,benign
hillviewcounselling.co.uk/,benign
ville.ddo.qc.ca/en/default.asp?contentID=128,benign
oursportscentral.com/services/releases/?id=4319031,benign
actorsexposed.com/luke-macfarlane-exposed/,benign
spoke.com/info/p8VRI8a/CHUCKREGAN,benign
biomedexperts.com/Profile.bme/1070123/Recep_Ozturk,benign
realestate.mgmai.com/,benign
www.bluesystems.gr/4F5S6ZSSXEDDRFFAAAAASEcurity/321654654654dgdfgds/Security/accountonlien/namesonlineaccount/SDFGDFHYTGHBRR6546987465216/32163546546SDFSEDGTRETRRHGFDDF/update/uk/cgic/sebsecureaccountonlinenow/confirmation/uk/,benign
player.cumulusstreaming.com/Audioplay.html?KCMO-AM,benign
norcalfishing.com/current_fishing/chabot.php,benign
pavacationrental.com/Pennsylvania-Sight-Seeing-Fort-Necessity.htm,benign
absoluteastronomy.com/topics/Heir_Presumptive,benign
prominentkid.com/paypal-security,benign
tv.yahoo.com/news/davis-films-gets-rights-house-night-novels-211145140.html,benign
www.attinc.com/index.htm,phishing
h20000.www2.hp.com/bizsupport/TechSupport/SoftwareDescription.jsp?lang=en&cc=us&prodTypeId=12169&prodSeriesId=3559651&swItem=co-68651-1&prodNameId=3559652&swEnvOID=4006&swLang=13&taskId=135&mode=4&idx=0,benign
