domain_in_ip,length_url,url_shortened,qty_at_url,qty_dot_domain,tls_ssl_certificate,qty_hyphen_domain,url_google_index,domain_google_index,time_domain_activation,time_domain_expiration,phishing
0,46,0,0,1,0,0,0,0,1573,252,1
0,14,0,0,1,1,0,0,0,3165,486,0
0,15,0,0,1,1,0,0,0,697,397,0
0,30,0,0,1,0,0,0,0,5358,851,1
0,27,0,0,1,1,0,0,0,6831,473,0
0,14,0,0,2,0,0,0,0,-1,-1,1
0,16,0,0,2,0,1,0,0,-1,-1,0
0,46,0,0,2,1,0,0,0,5513,330,1
0,16,0,0,1,1,0,0,0,4433,314,0
0,355,0,0,2,1,0,0,0,-1,-1,1
0,24,0,0,2,1,0,0,0,-1,-1,0
0,11,0,0,2,1,0,0,0,240,124,0
0,37,0,0,2,0,0,0,0,-1,-1,1
0,13,0,0,1,0,0,0,0,-1,-1,1
0,14,0,0,2,0,0,0,0,7256,412,0
0,73,0,0,2,0,0,0,0,2592,329,1
0,56,0,0,2,1,0,0,0,-1,-1,1
0,19,0,0,2,1,0,0,0,3811,571,0
0,52,0,0,1,1,0,0,0,1894,296,1
0,61,0,0,2,0,0,0,0,-1,-1,1
0,106,0,0,2,1,0,0,0,5872,660,1
0,34,0,0,2,0,0,0,0,3677,705,1
0,17,0,0,2,0,0,0,0,6181,392,0
0,17,0,0,1,0,0,0,0,4446,301,0
0,11,0,0,2,1,0,0,0,8546,951,0
0,15,0,0,2,0,0,0,0,-1,564,0
0,16,0,0,2,1,0,0,0,6987,329,0
0,44,0,0,4,0,0,0,0,7593,-1,0
0,7,0,0,1,0,0,0,0,-1,-1,0
0,15,0,0,1,0,0,0,0,16,348,1
0,55,0,0,1,0,0,0,0,3518,133,1
0,16,0,0,3,0,0,0,0,-1,-1,0
0,23,0,0,2,1,0,0,0,-1,-1,0
0,24,0,0,2,0,0,0,0,4446,301,0
0,34,0,0,4,0,0,0,0,8217,-1,0
0,55,0,0,3,1,0,0,0,-1,-1,0
0,15,0,0,2,1,0,0,0,6811,1224,0
0,18,0,0,2,0,1,0,0,5475,368,0
0,40,0,0,2,1,0,0,0,-1,-1,1
0,39,0,0,1,1,0,0,0,2554,2,1
0,31,0,0,1,0,0,0,0,2888,33,1
0,16,0,0,1,0,0,0,0,38,326,1
0,28,0,0,2,1,0,0,0,-1,-1,0
0,15,0,0,2,1,0,0,0,4253,129,0
0,15,0,0,3,0,0,0,0,-1,-1,0
0,66,0,0,2,0,0,0,0,-1,-1,1
0,21,0,0,2,1,0,0,0,6107,466,0
0,42,0,0,2,1,1,0,0,-1,-1,1
0,12,0,0,1,0,0,0,0,6897,42,0
0,33,0,0,2,0,0,0,0,1547,278,0
0,52,0,0,1,0,0,0,0,5479,1,1
0,28,0,0,3,1,0,0,0,5221,622,0
0,31,0,0,2,0,0,0,0,-1,-1,1
0,54,0,0,1,0,0,0,0,5460,-1,1
0,25,0,0,1,1,1,0,0,23,341,1
0,20,0,0,2,0,0,0,0,6153,55,0
1,26,0,0,3,0,0,0,0,-1,-1,1
0,22,0,0,3,1,0,0,0,4600,882,0
0,32,0,0,1,0,0,0,0,5663,180,1
0,16,0,0,2,0,1,0,0,7810,956,0
0,51,0,0,3,1,0,0,0,3074,212,1
0,58,0,0,2,1,0,0,0,-1,-1,1
0,27,0,0,2,1,0,0,0,7140,164,0
0,26,0,0,4,0,0,0,0,7883,-1,0
0,26,0,0,2,1,0,0,0,-1,-1,1
0,18,0,0,1,0,0,0,0,6004,204,0
0,29,0,0,2,1,0,0,0,2172,18,1
0,20,0,0,4,1,0,0,0,8006,-1,0
0,39,0,0,2,1,0,0,0,-1,-1,1
0,21,0,0,2,0,1,0,0,-1,-1,0
0,12,0,0,2,0,0,0,0,7778,299,0
0,55,0,0,2,0,0,0,0,6222,351,1
0,17,0,0,2,1,0,0,0,5988,951,0
0,46,0,0,2,0,0,0,0,3644,7,1
0,51,0,0,1,1,0,0,0,3943,74,0
0,62,0,0,1,0,1,0,0,5390,88,0
0,27,0,0,1,1,2,0,0,88,642,1
0,44,0,0,1,0,1,0,0,4480,267,0
0,29,0,0,2,0,0,0,0,-1,-1,1
0,20,0,0,2,1,0,0,0,2334,221,0
0,51,0,0,1,0,0,0,0,3409,608,1
0,32,0,0,2,1,0,0,0,-1,-1,1
0,43,0,0,1,1,0,0,0,4026,356,0
0,15,0,0,2,0,0,0,0,6138,70,0
0,33,0,0,2,1,0,0,0,4501,1707,0
0,20,0,0,2,0,0,0,0,3975,42,0
0,68,0,0,2,0,0,0,0,-1,-1,1
0,50,0,0,2,0,0,0,0,-1,-1,1
0,20,0,0,2,1,0,0,0,4587,160,0
0,35,0,0,1,1,0,0,0,7793,240,0
0,10,0,0,1,0,0,0,0,2983,-1,1
0,11,0,0,2,0,0,0,0,-1,-1,0
0,279,0,1,2,0,0,0,0,4375,7,1
0,14,0,0,2,0,0,0,0,5598,245,0
0,10,0,0,1,1,0,0,0,7731,3590,0
0,18,0,0,3,1,0,0,0,1894,662,0
0,29,0,0,1,1,0,0,0,4034,-1,1
0,54,0,0,2,0,0,0,0,1533,291,1
0,26,0,0,3,0,0,0,0,-1,-1,0
0,20,0,0,2,0,0,1,0,6813,126,0
0,20,0,0,2,1,0,0,0,6088,120,0
0,63,0,0,2,1,0,0,0,-1,-1,1
0,29,0,0,2,1,0,0,0,-1,-1,0
0,22,0,0,2,1,0,0,0,6453,1640,0
0,49,0,0,2,1,0,0,0,-1,-1,1
0,28,0,0,1,0,0,0,0,377,352,1
0,31,1,0,1,1,0,0,0,-1,-1,1
0,34,0,0,1,0,0,0,0,4315,67,1
0,29,0,0,2,1,0,0,0,-1,-1,1
0,46,0,0,2,1,0,0,0,-1,-1,0
0,99,0,0,2,0,0,0,0,4840,272,1
0,32,0,0,2,0,0,0,0,-1,-1,0
0,19,0,0,2,1,0,0,0,6966,338,0
0,15,0,0,2,0,1,0,0,3250,36,0
0,22,0,0,2,0,0,0,0,2174,381,0
0,19,0,0,3,1,0,0,0,-1,-1,0
0,51,0,0,1,1,0,0,0,2179,376,1
0,15,0,0,2,0,0,0,0,-1,-1,0
0,14,0,0,2,0,0,0,0,6716,222,0
0,19,0,0,1,0,0,0,0,1067,393,1
0,17,0,0,2,1,0,0,0,3738,278,0
0,16,0,0,2,0,0,0,0,7894,141,0
0,13,0,0,1,1,1,0,0,55,309,1
0,18,0,0,2,1,1,0,0,5834,740,0
0,18,0,0,2,0,0,0,0,6469,104,0
0,27,0,0,5,0,0,0,0,5088,24,0
0,17,0,0,2,1,0,0,0,6641,297,0
0,25,0,0,2,1,0,0,0,359,736,1
0,18,0,0,2,1,0,0,0,7769,264,0
0,65,0,0,2,1,0,0,0,7690,709,0
0,91,0,0,2,0,0,0,0,-1,-1,1
0,32,0,0,2,1,0,0,0,6767,902,0
0,28,0,0,1,0,0,0,0,1706,484,1
0,45,0,0,2,1,0,0,0,87,277,1
0,20,0,0,3,1,0,0,0,-1,-1,0
0,22,0,0,2,1,0,0,0,4579,168,0
0,64,0,0,1,1,0,0,0,6336,603,1
0,20,0,0,2,1,0,0,0,7826,209,0
0,23,0,0,3,1,1,0,0,6800,504,0
0,18,0,0,2,0,0,0,0,2552,4,0
0,13,0,0,1,0,0,0,0,6370,203,0
0,116,0,0,2,0,0,0,0,-1,-1,1
0,14,0,0,1,1,0,0,0,258,106,1
0,10,0,0,1,1,0,0,0,7106,198,0
0,29,0,0,2,0,0,0,0,1221,239,0
0,205,0,0,1,0,0,0,0,-1,-1,1
0,19,0,0,2,0,0,0,0,6702,602,0
0,37,0,0,2,1,0,0,0,-1,-1,1
0,15,0,0,2,1,0,0,0,4654,824,0
0,25,0,0,2,0,0,0,0,6300,639,0
0,14,0,0,1,1,1,0,0,1338,122,0
0,19,0,0,2,1,0,0,0,1310,516,0
0,36,0,0,1,0,0,0,0,2283,1368,1
0,27,0,0,2,0,0,0,0,-1,-1,0
0,65,0,0,1,0,0,0,0,1590,601,1
0,20,0,0,1,0,0,0,0,2605,1047,1
0,12,0,0,1,0,0,0,0,109,255,0
0,23,0,0,2,0,0,0,0,5977,231,0
0,12,0,0,2,1,0,0,0,8090,308,0
0,16,0,0,2,0,0,0,0,-1,-1,0
0,18,0,0,1,0,0,0,0,6903,36,0
0,57,0,0,2,1,0,0,0,4217,530,1
0,20,0,0,2,0,0,0,0,-1,-1,0
0,356,0,0,2,0,0,0,0,-1,-1,1
0,27,0,0,2,1,1,0,0,1529,296,1
0,11,0,0,2,1,0,0,0,3188,98,0
0,23,0,0,2,1,0,0,0,6746,923,0
0,29,0,0,1,0,0,0,0,2605,1047,1
0,16,0,0,2,0,0,0,0,3213,73,0
0,29,0,0,4,0,0,0,0,8006,-1,0
0,13,0,0,2,1,0,0,0,-1,214,0
0,25,0,0,1,0,0,0,0,-1,-1,1
0,8,0,0,1,0,0,0,0,1795,30,1
0,18,0,0,2,1,0,0,0,5004,1204,0
0,17,0,0,2,0,1,0,0,7083,3143,0
0,27,0,0,1,1,0,0,0,1184,-1,1
0,96,0,0,1,1,0,0,0,3499,883,1
0,30,0,0,2,0,0,0,0,-1,-1,1
0,38,0,0,2,1,0,0,0,6358,3137,0
0,15,0,0,2,0,0,0,0,5901,307,0
0,44,0,0,2,0,1,0,0,-1,-1,1
0,18,0,0,2,0,0,0,0,5761,82,0
0,19,0,0,1,0,0,0,0,2025,165,1
0,19,0,0,2,0,1,0,0,2349,206,0
0,37,0,0,1,0,0,0,0,6597,341,1
0,36,0,0,2,1,0,0,0,-1,-1,0
0,42,0,0,1,0,1,0,0,3589,62,1
0,13,0,0,1,0,0,0,0,4794,469,0
0,24,0,0,2,0,0,0,0,-1,-1,0
0,14,0,0,2,1,0,0,0,8724,405,0
0,36,0,0,2,1,0,0,0,1586,239,1
0,55,0,0,2,1,1,0,0,-1,-1,1
0,32,0,0,2,1,0,0,0,-1,-1,0
0,33,0,0,3,1,0,0,0,-1,-1,0
0,15,0,0,2,1,0,0,0,6545,433,0
0,24,0,0,2,1,0,0,0,9921,304,0
0,18,0,0,2,0,0,0,0,-1,-1,1
0,35,0,0,2,1,0,0,0,-1,-1,0
0,59,0,0,1,1,0,0,0,971,124,1
0,42,0,0,2,1,0,0,0,-1,-1,1
0,21,0,0,2,1,0,0,0,306,58,1
0,67,0,0,2,0,0,0,0,953,873,1
0,23,0,0,2,1,0,0,0,6223,1081,0
0,41,0,0,2,1,0,0,0,-1,-1,1
0,16,0,0,2,1,0,0,0,7556,1208,0
0,6,0,0,1,1,0,0,0,-1,-1,0
0,27,0,0,2,0,0,0,0,-1,-1,1
0,24,0,0,2,1,0,0,0,5520,323,0
0,32,0,0,2,0,0,0,0,-1,-1,1
0,23,0,0,3,0,0,0,0,-1,-1,0
0,12,0,0,2,1,0,0,0,7568,100,0
0,14,0,0,1,1,0,0,0,325,38,1
0,14,0,0,2,0,0,0,0,6699,698,0
0,17,1,0,2,1,0,0,0,4820,120,1
0,19,0,0,2,0,0,0,0,7797,1332,0
0,29,0,0,2,0,0,0,0,1000,95,0
0,22,0,0,2,1,0,0,0,4574,904,0
0,18,0,0,2,0,0,0,0,7487,912,0
0,69,0,0,1,0,0,0,0,-1,-1,1
0,39,0,0,2,1,0,0,0,-1,-1,0
0,12,0,0,1,1,0,0,0,1847,343,0
0,33,0,0,1,0,0,0,0,5649,194,1
0,33,0,0,1,1,0,0,0,2842,79,1
0,23,0,0,3,0,0,0,0,2102,88,0
0,19,0,0,2,1,0,0,0,5414,795,0
0,19,0,0,2,0,0,0,0,6852,87,0
0,11,0,0,2,1,0,0,0,8378,1482,0
0,17,0,0,2,0,0,0,0,6859,445,0
0,17,0,0,3,0,0,0,0,8490,-1,0
0,8,0,0,1,0,0,0,0,7232,436,0
0,27,0,0,2,1,0,0,0,6683,255,0
0,21,0,0,2,0,0,0,0,334,30,0
0,21,0,0,2,1,0,0,0,2163,27,1
0,14,0,0,2,1,0,0,0,2951,2527,0
0,28,0,0,3,1,0,0,0,-1,-1,0
0,18,0,0,2,0,0,0,0,7751,282,0
0,17,0,0,2,0,0,0,0,4683,64,0
0,16,0,0,2,0,0,0,0,288,76,1
0,19,0,0,2,0,0,0,0,-1,-1,0
0,15,0,0,1,0,0,0,0,2641,280,0
0,26,0,0,2,1,0,0,0,5938,1731,0
0,19,0,0,1,0,0,0,0,6681,623,0
0,21,0,0,2,1,0,0,0,3735,281,0
0,13,0,0,1,1,0,0,0,7127,543,0
0,24,0,0,2,0,0,0,0,7524,510,0
0,22,0,0,2,0,0,0,0,905,189,0
0,18,0,0,2,0,0,0,0,-1,-1,0
0,42,0,0,1,0,0,0,0,2359,226,1
0,18,0,0,2,1,0,0,0,6998,306,0
0,21,0,0,1,0,0,0,0,1102,358,1
0,18,0,0,2,1,0,0,0,7227,77,0
0,37,0,0,2,0,0,0,0,4371,376,1
0,19,0,0,3,0,0,0,0,6385,188,0
0,12,0,0,1,1,0,0,0,6359,3136,0
0,51,0,0,2,0,0,0,0,-1,-1,1
0,14,0,0,2,0,0,0,0,5216,627,0
0,34,0,0,2,0,0,0,0,5627,216,0
0,112,0,0,2,0,0,0,0,3442,209,1
0,26,0,0,2,0,0,0,0,5554,2846,0
0,29,0,0,3,0,0,0,0,6630,705,0
0,14,0,0,1,0,0,0,0,2563,358,0
0,23,0,0,2,1,0,0,0,4923,189,0
0,17,0,0,1,1,0,0,0,1009,817,0
0,30,0,0,1,1,0,0,0,6800,504,0
0,21,0,0,2,0,0,0,0,6114,94,0
0,14,0,0,2,0,0,0,0,3376,641,0
0,12,0,0,2,0,0,0,0,5054,423,0
0,17,0,0,2,0,0,0,0,4825,287,0
0,201,0,2,2,1,0,0,0,1174,286,1
0,31,0,0,4,1,0,0,0,8142,-1,0
0,53,0,0,1,1,0,0,0,731,363,1
0,21,0,0,2,1,0,0,0,7638,30,0
0,23,0,0,2,1,1,0,0,4509,238,0
0,14,0,0,2,1,0,0,0,4334,48,0
0,42,0,0,2,0,0,0,0,-1,-1,1
0,11,0,0,2,0,0,0,0,6057,151,0
0,12,0,0,2,1,0,0,0,8263,1234,0
0,22,0,0,2,1,0,0,0,6169,2231,0
0,46,0,0,1,0,0,0,0,2035,155,1
0,48,0,0,2,1,0,0,0,-1,-1,1
0,19,0,0,2,0,0,0,0,4391,356,0
0,20,0,0,1,0,1,0,0,13,351,1
0,15,0,0,2,0,0,0,0,5261,1677,0
0,272,0,1,0,0,0,0,0,-1,-1,1
0,16,0,0,1,1,0,0,0,28,336,1
0,26,0,0,1,1,0,0,0,125,239,1
0,17,0,0,2,1,1,0,0,7052,1348,0
1,23,0,0,3,0,0,0,0,-1,-1,1
0,35,0,0,2,1,0,0,0,3537,114,1
0,17,0,0,2,1,0,0,0,7370,1394,0
0,18,0,0,2,0,0,0,0,7166,311,0
0,13,0,0,1,0,0,0,0,5862,346,0
0,20,0,0,2,1,0,0,0,7640,759,0
0,23,0,0,4,0,0,0,0,8006,-1,0
0,19,0,0,2,1,0,0,0,7301,2,0
0,39,0,0,2,1,2,0,0,-1,-1,1
0,111,0,1,3,1,0,0,0,-1,-1,1
0,14,0,0,1,0,0,0,0,6599,339,0
0,38,0,0,3,0,0,0,0,-1,-1,1
0,15,0,0,2,0,0,0,0,7308,360,0
0,22,0,0,1,1,0,0,0,-1,-1,1
0,15,0,0,2,1,0,0,0,7233,1166,0
0,59,0,0,2,0,1,0,0,-1,-1,1
0,267,0,1,2,0,0,0,0,-1,-1,1
0,56,0,0,1,1,0,0,0,2670,982,1
0,20,0,0,2,1,1,0,0,7194,110,0
0,21,0,0,2,1,0,0,0,5725,849,0
0,17,0,0,2,0,0,0,0,6942,362,0
0,16,0,0,2,0,0,0,0,5680,163,0
0,24,0,0,2,1,0,0,0,4104,278,0
0,9,0,0,1,1,0,0,0,7472,206,0
0,157,0,1,2,1,0,0,0,-1,-1,1
0,14,0,0,2,0,0,0,0,6203,370,0
0,17,0,0,1,0,0,0,0,777,317,0
0,35,0,0,2,1,0,0,0,-1,-1,1
0,36,0,0,1,1,0,0,0,3124,527,1
0,11,0,0,1,0,0,0,0,3579,803,0
0,15,0,0,2,1,0,0,0,8562,570,0
0,28,0,0,1,1,0,0,0,682,47,1
0,38,0,0,1,0,0,0,1,14,350,1
0,28,0,0,4,1,0,0,0,8234,-1,0
0,24,0,0,4,0,0,0,0,7287,-1,0
0,13,0,0,1,1,0,0,0,1953,237,0
0,58,0,0,1,1,0,0,0,6598,340,1
0,19,0,0,4,1,0,0,0,7979,-1,0
0,22,0,0,2,1,0,0,0,6982,322,0
0,48,0,0,1,1,0,0,0,3590,61,1
0,20,0,0,1,1,1,0,0,189,175,1
0,15,0,0,2,1,0,0,0,6276,297,0
0,36,0,0,1,0,0,0,0,1886,303,1
0,32,0,0,2,0,0,0,0,2675,246,0
0,16,0,0,2,0,0,0,0,7784,249,0
0,87,0,0,1,0,0,0,0,1687,138,1
0,17,0,0,1,0,0,0,0,375,354,1
0,12,0,0,1,1,0,0,0,2685,236,0
0,11,0,0,1,1,0,0,0,2664,257,0
0,28,0,0,1,1,0,0,0,1874,316,0
0,16,0,0,2,0,0,0,0,3858,158,0
0,28,0,0,2,0,0,0,0,5644,565,0
0,10,0,0,2,0,0,0,0,-1,-1,0
0,98,0,0,2,1,0,0,0,7158,1972,0
0,72,0,0,1,0,0,0,0,4838,640,1
0,16,0,0,2,1,0,0,0,3119,167,0
0,25,0,0,2,1,0,0,0,-1,-1,0
0,225,0,0,1,0,0,0,0,2458,98,1
0,51,0,0,1,1,0,0,0,3913,469,1
0,52,0,0,3,0,0,0,0,-1,-1,1
0,67,0,0,2,1,0,0,0,2420,501,1
0,18,0,0,2,0,0,0,0,6421,152,0
0,36,0,0,1,1,0,0,0,1762,63,1
0,133,0,1,2,0,0,0,0,1885,1766,1
0,12,0,0,2,0,0,0,0,7356,312,0
0,15,0,0,2,1,0,0,0,-1,-1,0
0,57,0,0,1,0,0,0,0,224,140,0
0,21,0,0,2,0,1,0,0,1474,351,0
0,11,0,0,1,0,0,0,0,443,79,0
0,18,0,0,1,1,0,0,0,2128,62,0
0,18,0,0,2,0,0,0,0,7291,12,0
0,11,0,0,1,0,1,0,0,-1,1488,0
0,52,0,0,1,0,0,0,0,5610,233,1
0,14,0,0,1,0,0,0,0,5209,999,0
0,58,0,0,1,0,0,0,0,1265,195,1
0,18,0,0,2,1,0,0,0,6894,410,0
0,41,0,0,1,0,0,0,0,4029,719,1
0,9,0,0,1,0,0,0,0,2631,21,0
0,20,0,0,2,1,0,0,0,6806,864,0
0,21,0,0,3,0,0,0,0,7206,462,0
0,30,0,0,2,0,0,0,0,1558,267,1
0,18,0,0,2,1,0,0,0,-1,-1,0
0,16,0,0,2,0,1,0,0,-1,-1,1
0,11,0,0,1,0,0,0,0,8,356,1
0,275,0,1,1,0,0,0,0,728,1,1
0,26,0,0,3,0,1,0,0,-1,-1,0
0,23,0,0,2,1,0,0,0,7724,309,0
0,18,0,0,2,1,0,0,0,6658,646,0
0,13,0,0,1,1,0,0,0,4059,323,0
0,19,0,0,2,0,0,0,0,7738,295,0
0,28,0,0,2,0,0,0,0,-1,-1,0
0,23,0,0,4,1,0,0,0,565,-1,0
0,76,0,0,1,0,0,0,0,1952,1699,1
0,23,0,0,2,1,1,0,0,4236,146,0
0,63,0,0,4,1,0,0,0,-1,-1,1
0,23,0,0,1,0,0,0,0,-1,-1,1
0,22,0,0,1,0,1,0,0,-1,-1,1
0,12,0,0,2,1,0,0,0,8377,387,0
0,19,0,0,2,1,0,0,0,7097,207,0
0,21,0,0,3,1,0,0,0,7997,37,0
0,74,0,0,1,0,0,0,0,3595,787,1
0,9,0,0,1,1,0,0,0,7288,380,0
0,76,0,0,2,1,0,0,0,-1,-1,1
0,43,0,0,1,1,0,0,0,2425,131,1
0,135,0,0,1,0,1,0,0,2170,20,1
0,24,0,0,2,1,1,0,0,5431,1002,0
0,52,0,0,2,1,0,0,0,-1,-1,1
0,25,0,0,1,0,1,0,0,-1,-1,1
0,38,0,0,5,0,0,0,0,-1,-1,1
0,15,0,0,1,1,0,0,0,2757,895,0
0,20,0,0,2,0,0,0,0,7142,162,0
0,15,0,0,1,1,0,0,0,7456,212,0
0,33,0,0,2,1,0,0,0,1247,1674,1
0,143,0,0,8,0,0,0,0,-1,-1,1
0,15,0,0,1,0,0,0,0,5726,848,0
0,16,0,0,2,0,0,0,0,5506,337,0
0,26,0,0,2,1,2,0,0,6741,3485,0
0,14,0,0,1,1,0,0,0,6817,2314,0
0,16,0,0,2,1,0,0,0,6142,1162,0
0,36,0,0,2,0,0,0,0,3046,1336,1
0,47,0,0,3,0,0,0,0,-1,-1,1
0,38,0,0,1,0,0,0,0,3972,11,1
0,120,0,0,2,1,0,0,0,7689,710,0
0,17,0,0,2,0,0,0,0,-1,-1,0
0,25,0,0,4,0,0,0,0,8006,-1,0
0,12,0,0,2,1,0,0,0,8384,380,0
0,23,0,0,2,0,0,0,0,-1,-1,0
0,55,0,0,2,0,0,0,0,3236,50,1
0,53,0,0,2,1,2,0,0,-1,-1,1
0,46,0,0,2,0,0,0,0,448,281,1
0,38,0,0,2,1,0,0,0,2684,3159,1
0,30,0,0,2,1,0,0,0,6627,90,0
0,44,0,0,1,0,0,0,0,2873,413,1
0,43,0,0,2,1,0,0,0,-1,-1,1
0,83,0,0,2,1,0,0,0,-1,-1,1
0,15,0,0,2,0,0,0,0,2725,196,0
0,25,0,0,1,0,0,0,0,3586,65,1
0,9,0,0,1,1,0,0,0,5214,263,0
0,20,0,0,2,1,0,0,0,7730,303,0
0,57,0,0,1,1,0,0,0,1030,64,1
0,16,0,0,2,1,0,0,0,5694,149,0
0,14,0,0,3,1,0,0,0,7237,432,0
0,10,0,0,1,0,0,0,0,209,155,0
0,18,0,0,2,1,0,0,0,6036,172,0
0,21,0,0,1,0,0,0,0,5305,173,1
0,23,0,0,2,0,0,0,0,5829,14,0
0,16,0,0,2,0,0,0,0,5759,84,0
0,13,0,0,2,0,0,0,0,6520,84,0
0,22,0,0,2,0,0,0,0,-1,-1,0
0,19,0,0,3,0,0,0,0,-1,-1,0
0,20,0,0,2,0,0,0,0,5144,333,0
0,62,0,0,1,0,1,0,0,2726,195,0
0,49,0,0,1,0,0,0,0,3328,323,1
0,9,0,0,1,0,0,0,0,404,325,0
0,26,0,0,2,0,0,0,0,-1,-1,0
0,13,0,0,2,1,0,0,0,2650,271,0
0,32,0,0,3,0,0,0,0,3575,76,0
0,22,0,0,2,0,0,0,0,6619,319,0
0,15,0,0,2,1,0,0,0,7066,238,0
0,10,0,0,2,0,0,0,0,7735,664,0
0,38,0,0,1,0,1,0,0,43,321,1
0,45,0,0,1,0,0,0,0,7996,325,1
0,19,0,0,1,0,0,0,0,7145,159,0
0,13,0,0,2,0,0,0,0,5969,239,0
0,22,0,0,2,0,0,0,0,7077,958,0
