qty_dot_url,qty_hyphen_url,qty_underline_url,qty_slash_url,qty_questionmark_url,qty_equal_url,qty_at_url,qty_and_url,qty_exclamation_url,qty_space_url,qty_tilde_url,qty_comma_url,qty_plus_url,qty_asterisk_url,qty_hashtag_url,qty_dollar_url,qty_percent_url,qty_tld_url,length_url,qty_dot_domain,qty_hyphen_domain,qty_underline_domain,qty_slash_domain,qty_questionmark_domain,qty_equal_domain,qty_at_domain,qty_and_domain,qty_exclamation_domain,qty_space_domain,qty_tilde_domain,qty_comma_domain,qty_plus_domain,qty_asterisk_domain,qty_hashtag_domain,qty_dollar_domain,qty_percent_domain,qty_vowels_domain,domain_length,domain_in_ip,server_client_domain,qty_dot_directory,qty_hyphen_directory,qty_underline_directory,qty_slash_directory,qty_questionmark_directory,qty_equal_directory,qty_at_directory,qty_and_directory,qty_exclamation_directory,qty_space_directory,qty_tilde_directory,qty_comma_directory,qty_plus_directory,qty_asterisk_directory,qty_hashtag_directory,qty_dollar_directory,qty_percent_directory,directory_length,qty_dot_file,qty_hyphen_file,qty_underline_file,qty_slash_file,qty_questionmark_file,qty_equal_file,qty_at_file,qty_and_file,qty_exclamation_file,qty_space_file,qty_tilde_file,qty_comma_file,qty_plus_file,qty_asterisk_file,qty_hashtag_file,qty_dollar_file,qty_percent_file,file_length,qty_dot_params,qty_hyphen_params,qty_underline_params,qty_slash_params,qty_questionmark_params,qty_equal_params,qty_at_params,qty_and_params,qty_exclamation_params,qty_space_params,qty_tilde_params,qty_comma_params,qty_plus_params,qty_asterisk_params,qty_hashtag_params,qty_dollar_params,qty_percent_params,params_length,tld_present_params,qty_params,email_in_url,time_response,domain_spf,asn_ip,time_domain_activation,time_domain_expiration,qty_ip_resolved,qty_nameservers,qty_mx_servers,ttl_hostname,tls_ssl_certificate,qty_redirects,url_google_index,domain_google_index,url_shortened,phishing
3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,118,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,2.383324,-1,198610,3587,64,1,6,2,598,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.438975,-1,16276,5224,619,1,2,1,14390,1,1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.052291,-1,20857,6197,11,1,4,1,86391,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.338643,0,6939,8003,31,1,3,1,292,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1.0,0,-1,-1,-1,-1,0,0,-1,0,-1,0,0,0,0
2,0,1,3,0,3,0,2,0,0,0,0,0,0,0,0,0,1,229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,165,0,3,0,0.3507,0,36024,3299,352,1,2,0,19918,0,0,0,0,0,1
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.160523,-1,24940,2126,64,1,2,1,671,1,1,0,0,0,0
2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.580647,0,19318,5274,203,1,2,7,1787,1,1,0,0,0,0
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1.93512,0,32244,-1,-1,1,2,1,14398,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1.033298,-1,21564,4103,1010,1,2,0,28766,1,1,0,0,0,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.564854,-1,33494,954,872,1,2,1,11598,0,1,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.710403,0,13446,-1,-1,1,2,1,290,0,0,0,0,0,0
2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,20,0,1,0,0.156711,1,34934,2836,85,1,2,7,21596,0,0,0,0,0,1
2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0.211175,-1,15169,-1,-1,1,4,5,270,1,0,0,0,0,1
2,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,1,120,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.690296,0,16509,-1,-1,3,4,1,57,1,1,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.967907,0,45090,3943,439,2,2,1,599,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.144831,0,198047,6797,142,1,2,1,14391,0,0,0,0,0,0
2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.155101,0,3595,1445,15,1,2,1,14343,0,1,0,0,0,1
3,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,2,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,32,1,1,1,0.848874,0,27823,4021,361,1,4,0,14380,0,0,0,0,0,1
1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.115872,1,36352,-1,-1,1,2,5,1792,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4.173536,0,13335,2095,95,2,2,1,298,0,-1,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.395151,0,15169,-1,-1,1,4,0,16,1,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.360569,0,29873,8147,418,1,2,1,3598,0,0,0,0,0,0
3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.367808,-1,16276,-1,-1,1,3,1,288,0,0,0,0,0,1
3,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,93,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0.747268,0,36352,-1,-1,1,4,1,7474,0,2,0,0,0,1
4,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,0,2,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1.022545,0,4670,6446,492,1,2,1,3591,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.653838,1,54641,7972,3348,1,2,1,14390,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.586463,0,20473,252,112,1,2,0,586,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4.239141,0,20013,3725,291,1,2,2,585,1,1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6.550432,0,13768,-1,-1,1,2,6,3583,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.531937,1,46606,7526,1603,1,2,1,14390,1,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.310035,0,13335,8123,275,2,2,0,298,1,0,0,0,0,0
4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.307337,0,26496,-1,-1,1,2,1,10792,0,-1,0,0,0,1
3,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,171,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0,0,1,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.248709,-1,11377,-1,-1,2,6,2,74,0,3,0,0,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1.0,0,-1,-1,-1,-1,4,0,-1,0,-1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1.333498,-1,31815,1702,123,1,2,1,3588,1,1,0,0,0,0
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.350765,0,20013,-1,-1,1,2,1,3578,0,0,0,0,0,1
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1.540807,0,63949,6080,859,1,6,0,596,1,1,0,0,0,0
1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.964841,0,55660,308,56,1,2,1,13917,0,1,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.268583,0,15169,-1,-1,1,4,0,137,1,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1.0,0,29933,-1,-1,1,2,1,3577,0,-1,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.037269,0,61157,8219,3469,1,2,1,7197,0,2,0,0,0,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2.18991,1,19994,6902,1133,1,2,2,21280,1,1,0,0,0,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1.350794,1,20013,8016,17,1,2,1,14390,1,0,0,0,0,1
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.126735,0,13335,6696,242,2,2,1,298,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1.822554,0,9931,1409,51,1,2,1,3587,0,0,0,0,0,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1.0,0,-1,4377,5,-1,2,5,-1,0,-1,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2.366955,-1,32475,-1,-1,1,2,1,14387,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.383262,0,32475,7928,107,1,2,1,14391,0,0,0,0,0,0
