domain_in_ip,length_url,url_shortened,qty_at_url,qty_dot_domain,tls_ssl_certificate,qty_hyphen_domain,qty_underline_domain,url_google_index,domain_google_index,time_domain_activation,time_domain_expiration,phishing
0,20,0,0,3,1,0,0,0,0,7104,200,0
0,11,0,0,2,1,0,0,0,0,-1,-1,0
0,41,0,0,2,1,0,0,0,0,-1,-1,1
0,71,0,0,3,0,0,0,0,0,400,695,1
0,11,0,0,1,1,0,0,0,0,7315,1449,0
0,58,0,0,1,0,0,0,0,0,2797,124,1
0,15,0,0,1,0,0,0,0,0,4635,112,0
0,21,0,0,2,0,0,0,0,0,-1,-1,0
0,17,0,0,2,0,0,0,0,0,7057,247,0
0,90,0,0,1,1,0,0,0,0,2535,386,0
0,68,0,0,1,1,0,0,0,0,3265,21,1
0,15,0,0,2,0,0,0,0,0,-1,-1,0
0,19,0,0,2,1,0,0,0,0,6846,93,0
0,47,0,0,1,1,0,0,0,0,-1,-1,1
0,33,0,0,2,1,0,0,0,0,2318,237,1
0,26,0,0,1,0,0,0,0,0,2335,219,1
0,47,0,0,2,1,0,0,0,0,-1,-1,0
0,29,0,0,2,0,0,0,0,0,6206,2,0
0,19,0,0,2,0,1,0,0,0,5829,379,0
0,28,0,0,2,0,0,1,0,0,-1,-1,0
0,98,0,0,9,0,0,0,0,0,-1,-1,1
0,18,0,0,2,1,1,0,0,0,7422,246,0
0,24,0,0,1,0,0,0,0,0,3104,1643,1
0,20,0,0,2,0,0,0,0,0,-1,-1,1
0,43,0,0,3,1,0,0,0,0,-1,-1,1
0,73,0,0,2,1,0,0,0,0,-1,-1,1
0,16,0,0,2,1,0,0,0,0,2604,1048,0
0,14,0,0,2,0,0,0,0,0,772,322,0
0,18,0,0,2,1,0,0,0,0,-1,-1,0
0,36,0,0,1,1,0,0,0,0,346,18,1
0,13,0,0,2,0,0,0,0,0,1476,715,0
0,18,0,0,2,0,0,0,0,0,5596,247,0
0,54,0,0,2,0,0,0,0,0,2321,234,1
0,13,1,0,1,1,0,0,0,0,4820,120,1
0,93,0,0,2,1,0,0,0,0,7859,3464,0
0,55,0,0,1,0,0,0,0,0,391,338,1
0,27,0,0,2,1,1,0,0,0,-1,-1,0
0,50,0,0,2,1,0,0,0,0,-1,-1,1
0,66,0,0,2,0,0,0,0,0,1601,223,1
0,67,0,0,1,1,1,0,0,0,1282,178,1
0,23,0,0,2,0,0,0,0,0,-1,-1,0
0,19,0,0,2,0,0,0,0,0,7819,216,0
0,14,0,0,2,1,0,0,0,0,6864,3362,0
0,14,0,0,2,0,0,0,0,0,6454,119,0
0,28,0,0,1,1,0,0,0,0,464,265,1
0,30,0,0,2,0,1,0,0,0,3387,264,0
0,14,0,0,3,0,0,0,0,0,3425,592,0
0,14,0,0,2,0,0,0,0,0,4928,184,0
0,20,0,0,1,1,0,0,0,0,7500,212,1
0,36,0,0,1,1,0,0,0,0,778,682,1
0,26,0,0,2,0,0,0,0,0,3834,182,0
0,15,0,0,2,1,0,0,0,0,779,315,0
0,25,0,0,2,0,0,0,-1,-1,-1,-1,0
0,261,0,0,2,0,0,0,0,0,1052,43,1
0,30,0,0,2,0,0,0,0,0,801,293,1
0,10,0,0,1,0,0,0,0,0,1471,354,0
0,18,0,0,2,1,0,0,0,0,973,122,0
0,22,0,0,2,0,0,0,0,0,303,61,0
0,27,0,0,1,1,0,0,0,0,-1,-1,1
0,29,0,0,1,0,0,0,0,0,3246,40,1
0,42,0,0,2,1,0,0,0,0,-1,-1,1
0,26,0,0,2,0,1,0,0,0,-1,-1,1
0,18,0,0,1,0,0,0,0,0,84,280,1
0,17,0,0,1,1,0,0,0,0,5364,114,0
0,21,0,0,2,1,0,0,0,0,7280,1849,0
0,19,0,0,1,1,1,0,0,0,4063,2876,0
0,42,0,0,1,1,0,0,0,0,5699,144,1
0,36,0,0,2,0,0,0,0,0,2360,195,1
0,74,0,0,1,1,0,0,0,0,3576,75,1
0,17,0,0,2,0,0,0,0,0,5863,345,0
0,47,0,0,1,1,0,0,0,0,209,155,1
0,17,0,0,2,0,1,0,0,0,4967,145,0
0,24,0,0,2,1,1,0,0,0,334,30,1
0,29,0,0,2,1,0,0,0,0,7859,3464,0
0,60,0,0,2,1,0,0,0,0,2084,1202,1
0,15,0,0,2,0,0,0,0,0,5507,336,0
0,94,0,0,3,0,2,0,0,0,-1,-1,1
0,42,0,0,1,0,0,0,0,0,1621,935,1
0,23,0,0,2,1,0,0,0,0,5391,87,0
0,149,0,0,1,1,0,0,0,0,1258,202,1
0,324,0,1,2,0,1,0,0,0,3545,106,1
0,104,0,0,6,1,0,0,0,0,-1,-1,1
0,15,0,0,2,1,0,0,0,0,8027,26,0
0,110,0,0,1,0,0,0,0,0,6034,539,1
0,278,0,1,2,0,0,0,0,0,2528,28,1
0,15,0,0,2,1,0,0,0,0,6428,511,0
0,14,0,0,2,0,0,0,0,0,5273,204,0
0,53,0,0,1,0,0,0,0,0,955,871,1
0,47,0,0,2,1,0,0,0,0,-1,-1,1
0,28,0,0,2,1,0,0,0,0,-1,-1,1
0,14,0,0,1,1,0,0,0,0,107,257,1
0,16,0,0,2,1,0,0,0,0,530,199,0
0,15,0,0,2,0,0,0,0,0,8159,1335,0
0,14,0,0,1,0,0,0,0,0,1433,27,0
0,28,0,0,4,0,0,0,0,0,8316,-1,0
0,29,0,0,2,0,0,0,0,0,-1,-1,0
0,20,0,0,2,1,0,0,0,0,-1,-1,0
0,16,0,0,3,0,0,0,0,0,-1,-1,0
0,10,0,0,1,1,0,0,0,0,6938,91,0
0,45,0,0,2,1,0,0,0,0,-1,-1,1
0,12,0,0,2,1,0,0,0,0,3731,285,0
0,53,0,0,2,1,0,0,0,0,-1,-1,1
0,30,0,0,2,1,0,0,0,0,1049,411,1
0,45,0,0,2,0,1,0,0,0,-1,-1,1
0,106,0,1,3,1,0,0,0,0,-1,-1,1
0,54,0,0,2,0,0,0,0,0,8,356,1
0,36,0,0,2,1,0,0,0,0,-1,-1,1
0,29,0,0,1,1,0,0,0,0,3868,880,1
0,19,0,0,2,0,1,0,0,0,7153,151,0
0,13,0,0,1,1,0,0,0,0,626,103,0
0,121,0,0,1,0,0,0,0,0,993,467,1
0,26,0,0,4,1,0,0,0,0,565,-1,0
0,52,0,0,2,1,1,0,0,0,-1,-1,1
0,23,0,0,2,1,0,0,0,0,-1,-1,0
0,16,0,0,1,0,2,0,0,0,1550,275,0
0,30,0,0,2,0,0,0,0,0,-1,-1,0
0,62,0,0,3,1,0,0,0,0,4908,204,1
0,17,0,0,2,1,0,0,0,0,5565,278,0
0,20,0,0,2,0,0,0,0,0,6186,22,0
0,14,0,0,1,0,1,0,0,0,190,174,1
0,38,0,0,3,0,0,0,0,0,-1,-1,1
0,59,0,0,2,1,2,0,0,0,-1,-1,1
0,30,0,0,2,1,2,0,0,0,-1,-1,1
0,19,0,0,2,1,0,0,0,0,7576,457,0
0,26,0,0,2,1,0,0,0,0,-1,-1,0
0,14,0,0,2,1,1,0,0,0,3692,690,0
0,15,0,0,3,1,0,0,0,0,4503,615,0
0,7,0,0,1,0,0,0,0,0,988,472,0
0,17,0,0,2,0,0,0,0,0,2475,81,0
0,39,0,0,2,0,0,0,0,0,1873,-1,1
0,18,0,0,2,0,0,0,0,0,6347,592,0
0,78,0,0,2,0,0,0,0,0,3595,787,1
0,20,0,0,2,0,0,0,0,0,-1,-1,0
0,95,0,0,1,0,0,0,0,0,3432,219,1
0,63,0,0,1,1,0,0,0,0,6731,938,1
0,13,0,0,2,1,0,0,0,0,7226,1539,0
0,221,0,0,1,0,0,0,0,0,306,58,1
0,71,0,0,2,0,1,0,0,0,-1,-1,1
0,49,0,0,1,1,0,0,0,0,-1,-1,1
0,33,0,0,1,0,0,0,0,0,3187,464,1
0,15,0,0,3,1,0,0,0,0,2901,389,0
0,28,0,0,1,1,0,0,0,0,1606,219,1
0,19,0,0,2,0,0,0,0,0,5318,159,0
0,42,0,0,1,1,0,0,0,0,3267,19,1
0,17,0,0,1,0,0,0,0,0,363,1,0
0,17,0,0,1,0,0,0,0,0,3498,153,0
0,114,0,0,1,0,0,0,0,0,16,348,1
0,102,0,0,1,0,1,0,0,0,-1,-1,1
0,51,0,0,1,0,0,0,0,0,7206,462,1
0,47,0,0,2,1,0,0,0,0,1870,320,1
0,32,0,0,2,1,0,0,0,0,-1,-1,1
0,80,0,0,1,1,0,0,0,0,1962,228,1
0,13,0,0,1,1,0,0,0,0,2221,700,0
0,32,0,0,3,1,0,0,0,0,2529,27,1
0,17,0,0,2,0,0,0,0,0,6032,176,0
0,25,0,0,2,0,0,0,0,0,3601,415,0
0,47,0,0,2,1,0,0,0,0,-1,-1,1
0,29,0,0,5,0,0,0,0,0,5088,24,0
0,57,0,0,6,0,2,0,0,0,-1,-1,1
0,16,0,0,2,0,0,0,0,0,-1,-1,0
0,22,0,0,1,1,0,0,0,0,4236,146,0
0,33,0,0,2,1,0,0,0,0,-1,-1,1
0,87,0,0,2,1,1,0,0,0,-1,-1,1
0,19,0,0,2,0,0,0,0,0,7259,409,0
0,20,0,0,2,1,0,0,0,0,6027,1642,0
0,232,0,0,2,1,1,0,0,0,-1,-1,1
0,25,0,0,2,1,0,0,0,0,-1,-1,1
0,35,0,0,1,0,0,0,0,0,1134,326,1
0,13,0,0,2,1,0,0,0,0,4578,169,0
0,18,0,0,2,0,0,0,0,0,-1,-1,0
0,33,0,0,1,0,0,0,0,0,1678,147,1
0,37,0,0,4,0,0,0,0,0,8120,-1,0
0,23,0,0,2,1,0,0,0,0,5427,51,0
0,67,0,0,1,1,0,0,0,0,1615,210,1
0,17,0,0,2,1,0,0,0,0,7036,268,0
0,22,0,0,2,1,0,0,0,0,6336,237,0
0,79,0,1,1,1,0,0,0,0,2442,114,1
0,69,0,0,2,1,1,0,0,0,-1,-1,0
0,49,0,0,2,1,0,0,0,0,-1,-1,1
0,43,0,0,2,1,0,0,0,0,-1,-1,1
0,77,0,0,2,0,0,0,0,0,227,137,1
0,547,0,0,1,0,0,0,0,0,2875,46,1
0,20,0,0,1,0,0,0,0,0,632,97,1
0,16,0,0,2,1,0,0,0,0,7859,3464,0
0,11,0,0,2,1,0,0,0,0,3665,351,0
0,18,0,0,2,1,1,0,0,0,4693,419,0
0,18,0,0,2,0,0,0,0,0,2208,347,0
0,52,0,0,1,0,1,0,0,0,33,331,1
0,134,0,0,2,0,0,0,0,0,986,109,1
0,36,0,0,2,0,0,0,0,0,-1,-1,1
0,15,0,0,2,1,0,0,0,0,8062,1067,0
0,16,0,0,1,1,0,0,0,0,4654,43,0
0,13,0,0,2,1,0,0,0,0,4048,1065,0
0,100,0,0,2,1,0,0,0,0,4690,422,0
0,9,0,0,1,1,0,0,0,0,4118,630,0
0,18,0,0,2,1,0,0,0,0,8114,284,0
0,14,0,0,2,1,0,0,0,0,6680,258,0
0,20,0,0,2,1,0,0,0,0,-1,-1,0
0,21,0,0,2,0,0,0,0,0,7495,173,0
0,16,0,0,2,0,0,0,0,0,5158,319,0
0,18,0,0,1,0,0,0,0,0,1538,287,0
0,14,0,0,2,0,0,0,0,0,4140,242,0
0,22,0,0,2,0,0,0,0,0,6355,218,0
0,18,0,0,2,0,0,0,0,0,6775,1259,0
0,23,0,0,2,0,0,0,0,0,-1,-1,1
0,63,0,0,2,0,1,0,0,0,6656,282,1
0,25,0,0,2,0,1,0,0,0,-1,-1,0
0,22,0,0,1,1,0,0,0,0,3103,183,0
0,25,0,0,2,0,0,0,0,0,-1,-1,1
0,20,0,0,2,1,0,0,0,0,5102,375,0
0,21,0,0,2,0,0,0,0,0,-1,-1,0
0,20,0,0,2,0,0,0,0,0,5585,1354,0
0,37,0,0,1,1,0,0,0,0,46,318,1
0,19,0,0,1,0,1,0,0,0,18,346,1
0,21,0,0,2,0,0,0,0,0,5273,935,0
0,6,0,0,1,1,0,0,0,0,5248,229,0
0,81,0,0,2,1,0,0,0,0,-1,-1,1
0,88,0,0,1,0,0,0,0,0,365,364,1
0,17,0,0,2,1,0,0,0,0,7061,243,0
0,14,0,0,1,1,0,0,0,0,2783,1599,0
0,50,0,0,1,0,0,0,0,0,681,48,1
0,34,0,0,2,1,0,0,0,0,-1,-1,1
0,23,0,0,2,0,0,0,0,0,1087,8,0
0,31,0,0,2,0,0,0,0,0,5874,1065,0
0,40,0,0,2,1,0,0,0,0,-1,-1,1
0,52,0,0,1,1,0,0,0,0,2512,-1,1
0,21,0,0,3,0,1,0,0,0,6681,256,0
0,29,0,0,1,1,1,0,0,0,2080,110,1
0,72,0,0,2,1,0,0,0,0,2991,661,1
0,20,0,0,2,1,0,0,0,0,7772,1357,0
0,47,0,0,1,1,0,0,0,0,2901,20,1
0,20,0,0,2,1,0,0,0,0,-1,-1,0
0,53,0,0,2,1,0,0,0,0,7690,709,0
0,41,0,0,2,0,0,0,0,0,4514,233,1
0,49,0,0,1,1,0,0,0,0,61,303,1
0,12,0,0,1,1,0,0,0,0,2153,768,0
0,18,0,0,2,1,0,0,0,0,5692,151,0
0,11,0,0,2,1,0,0,0,0,8037,300,0
0,34,0,0,1,1,0,0,0,0,2124,66,1
0,16,0,0,2,0,0,0,0,0,-1,-1,1
0,27,0,0,1,1,0,0,0,0,2871,50,1
0,17,0,0,3,0,0,0,0,0,-1,-1,0
0,29,0,0,2,1,0,0,0,0,952,508,1
0,24,0,0,4,0,0,0,0,0,8234,-1,0
0,16,0,0,2,0,0,0,0,0,371,358,0
0,18,0,0,1,0,0,0,0,0,3557,459,0
0,16,0,0,2,0,0,0,0,0,4657,90,0
0,23,0,0,1,0,1,0,0,0,-1,-1,0
0,26,0,0,2,0,0,0,0,0,6549,-1,0
0,62,0,1,1,1,0,0,0,0,2055,135,1
0,48,0,0,2,1,0,0,0,0,-1,-1,1
0,20,0,0,2,0,0,0,0,0,6452,486,0
0,35,0,0,1,1,0,0,0,0,-1,-1,1
0,63,0,0,2,0,0,0,0,0,4275,107,1
0,16,0,0,2,0,0,0,0,0,6917,22,0
0,12,0,0,2,0,0,0,0,0,-1,-1,0
0,25,0,0,2,1,0,0,0,0,-1,-1,0
0,15,0,0,2,1,0,0,0,0,6874,-1,0
0,19,0,0,1,1,0,0,0,0,2039,151,0
0,72,0,0,2,1,0,0,0,0,-1,-1,0
0,21,0,0,1,0,0,0,0,0,3878,139,0
0,15,0,0,2,1,0,0,0,0,2408,2339,0
0,13,0,0,1,1,0,0,0,0,1781,44,0
0,44,0,0,1,0,0,0,0,0,869,225,1
0,242,0,0,2,0,0,0,0,0,-1,-1,1
0,15,0,0,2,1,0,0,0,0,5483,361,0
0,14,0,0,1,0,0,0,0,0,365,1,0
0,53,0,0,1,0,2,0,0,0,856,-1,1
0,38,0,0,1,0,0,0,0,0,-1,-1,1
0,17,0,0,2,1,1,0,0,0,6748,556,0
0,56,0,0,1,0,0,0,0,0,4185,197,1
0,18,0,0,2,0,0,0,0,0,4595,152,0
0,32,0,0,2,1,0,0,0,0,1263,3119,1
0,42,0,0,4,1,0,0,0,0,565,-1,0
0,32,0,0,1,1,0,0,0,0,5485,358,1
0,20,0,0,1,1,2,0,0,0,334,30,1
0,17,0,0,2,1,0,0,0,0,6770,167,0
0,18,0,0,2,1,0,0,0,0,4034,348,0
0,15,0,0,2,0,0,0,0,0,6128,81,0
0,19,0,0,3,0,0,0,0,0,639,90,0
0,94,0,0,2,1,0,0,0,0,-1,-1,1
0,13,0,0,2,1,0,0,0,0,7125,545,0
0,85,0,0,2,1,0,0,0,0,3710,306,1
0,256,0,0,1,1,0,0,0,0,1886,304,1
0,62,0,0,2,1,0,0,0,0,-1,-1,1
0,12,0,0,2,1,0,0,0,0,11644,2599,0
0,63,0,1,1,0,0,0,0,0,-1,-1,1
0,18,0,0,2,1,1,0,0,0,3868,513,0
0,19,0,0,2,1,1,0,0,0,312,52,1
0,45,0,0,1,0,0,0,0,0,2882,39,1
0,15,0,0,2,1,0,0,0,0,7148,156,0
0,17,0,0,2,1,1,0,0,0,6681,623,0
0,32,0,0,2,1,0,0,0,0,7998,35,0
0,38,0,0,2,1,1,0,0,0,5096,1112,0
0,81,0,0,2,0,0,0,0,0,-1,-1,1
0,44,0,0,2,1,0,0,0,0,-1,-1,1
0,46,0,0,2,1,0,0,0,0,-1,-1,0
0,92,0,0,1,0,0,0,0,0,151,213,1
0,22,0,0,1,0,1,0,0,0,-1,-1,1
0,34,0,0,2,0,0,0,0,0,-1,-1,1
0,26,0,0,2,0,0,0,0,0,6457,847,0
0,206,0,0,1,0,0,0,0,0,2496,60,1
0,17,0,0,2,1,0,0,0,0,6877,62,0
0,16,0,0,2,1,0,0,0,0,6606,332,0
0,49,0,0,2,1,0,0,0,0,-1,-1,1
0,16,0,0,2,0,0,0,0,0,5870,338,0
0,31,0,0,1,1,2,0,0,0,128,236,0
0,109,0,0,2,0,0,0,0,0,3884,133,0
0,18,0,0,2,1,0,0,0,0,9448,46,0
0,12,0,0,1,0,0,0,0,0,1302,158,0
0,119,0,0,1,1,0,0,0,0,457,638,1
0,33,0,0,2,1,0,0,0,0,-1,-1,1
0,45,0,0,1,0,0,0,0,0,2617,1035,1
0,90,0,0,3,1,1,0,0,0,-1,-1,1
0,21,0,0,3,1,0,0,0,0,-1,-1,0
0,17,0,0,2,0,0,0,0,0,1588,237,0
0,27,0,0,2,1,0,0,0,0,-1,-1,0
0,16,0,0,2,0,0,0,0,0,1668,157,0
0,15,0,0,2,0,0,0,0,0,437,73,0
0,10,0,0,1,0,0,0,0,0,4663,84,0
0,25,0,0,2,0,0,0,1,1,7995,403,0
0,58,0,0,2,1,0,0,0,0,4979,133,0
0,46,0,0,2,1,0,0,0,0,-1,-1,1
0,20,0,0,2,0,0,0,0,0,5258,585,0
0,20,0,0,2,0,0,0,0,0,7429,239,0
0,16,0,0,2,1,0,0,0,0,5972,967,0
0,27,0,0,2,1,0,0,0,0,-1,-1,1
0,30,0,0,1,0,0,0,0,0,4134,248,1
0,11,0,0,1,0,0,0,0,0,3131,155,0
0,14,0,0,2,0,0,0,0,0,6456,117,0
0,10,0,0,2,0,0,0,0,0,7070,191,0
0,17,0,0,2,0,0,0,0,0,4671,76,0
0,94,0,0,3,0,2,0,0,0,-1,-1,1
0,17,0,0,2,1,0,0,0,0,7369,1395,0
0,17,0,0,2,1,0,0,0,0,-1,-1,0
0,24,0,0,2,1,0,0,0,0,-1,-1,0
0,37,0,0,2,0,0,0,0,0,4751,361,0
0,68,0,0,2,0,0,0,0,0,979,116,1
0,21,0,0,2,1,0,0,0,0,1078,17,0
0,84,0,0,2,1,0,0,0,0,6990,314,1
0,27,0,0,2,1,0,0,0,0,8722,407,0
0,18,0,0,2,0,0,0,0,0,5363,480,0
0,15,0,0,1,1,0,0,0,0,2198,357,0
0,27,0,0,2,0,0,0,0,0,-1,-1,0
0,22,0,0,2,0,0,0,0,0,6781,888,0
0,26,0,0,2,0,1,0,0,0,-1,-1,0
0,39,0,0,3,1,3,0,0,0,-1,-1,1
0,19,0,0,1,1,0,0,0,0,49,315,1
0,35,0,0,3,0,0,0,0,0,43,321,0
0,21,0,0,3,0,0,0,0,0,5277,200,0
0,95,0,0,2,0,0,0,0,0,3389,262,0
0,27,0,0,3,0,1,0,0,0,478,251,0
0,34,0,0,1,1,0,0,0,0,1038,57,1
0,190,0,0,2,1,0,0,0,0,2790,82,1
0,20,0,0,2,1,0,0,0,0,7925,2589,0
0,15,0,0,2,0,1,0,0,0,2375,180,0
0,13,0,0,2,1,0,0,0,0,-1,214,0
0,23,0,0,2,0,0,0,0,0,-1,-1,0
0,18,0,0,2,0,0,0,0,0,6604,334,0
0,16,0,0,1,1,0,0,0,0,6348,591,0
0,32,0,0,2,0,0,0,0,0,3297,354,1
0,61,0,0,1,1,0,0,0,0,3622,29,1
0,50,0,0,2,0,2,0,0,0,13,351,1
0,66,0,0,1,1,0,0,0,0,2928,2185,1
0,15,0,0,2,1,0,0,0,0,6683,255,0
0,24,0,0,2,0,0,0,0,0,2569,352,0
0,23,0,0,2,1,0,0,0,0,7141,163,0
0,229,0,0,1,0,0,0,0,0,3299,352,1
0,143,0,0,8,0,0,0,0,0,-1,-1,1
0,14,0,0,1,0,0,0,0,0,-1,-1,0
0,19,0,0,3,0,0,0,0,0,-1,-1,0
0,26,0,0,2,1,2,0,0,0,-1,-1,0
0,54,0,0,1,1,0,0,0,0,5224,253,1
0,20,0,0,1,0,0,0,0,0,2033,157,0
0,29,0,0,4,1,0,0,0,0,8217,-1,0
0,23,0,0,2,0,0,0,0,0,7461,1668,0
0,23,0,0,2,0,0,0,0,0,-1,-1,1
0,58,0,0,1,1,0,0,0,0,2909,377,1
0,53,0,0,2,1,0,0,0,0,7148,2713,1
0,18,0,0,2,0,0,0,0,0,3288,363,0
0,31,1,0,1,1,0,0,0,0,-1,-1,1
0,54,0,0,1,0,0,0,0,0,4,360,1
0,16,0,0,2,0,1,0,0,0,5576,267,0
0,13,0,0,1,1,0,0,0,0,3177,109,0
0,41,0,0,1,0,0,0,0,0,-1,-1,1
0,23,0,0,3,1,0,0,0,0,12146,2429,0
0,50,0,0,2,1,0,0,0,0,4979,133,0
0,7,0,0,1,0,0,0,0,0,6064,144,0
0,34,0,0,1,1,0,0,0,0,2311,610,1
0,24,0,0,2,0,0,0,0,0,187,177,0
0,46,0,0,2,1,0,0,0,0,9449,45,0
0,15,0,0,2,0,0,0,0,0,-1,-1,0
0,22,0,0,2,0,0,0,0,0,-1,-1,0
0,14,0,0,2,0,0,0,0,0,-1,-1,0
0,13,0,0,1,1,0,0,0,0,4579,168,0
0,25,0,0,2,1,0,0,0,0,8274,127,0
0,19,0,0,2,0,0,0,0,0,6868,71,0
0,49,0,0,2,1,0,0,0,0,-1,-1,1
0,25,0,0,1,0,0,0,0,0,590,139,1
0,31,0,0,1,1,0,0,0,0,1764,61,1
0,18,0,0,2,1,0,0,0,0,6686,252,0
0,40,0,0,2,1,0,0,0,0,-1,-1,1
0,27,0,0,2,1,0,0,0,0,4091,291,0
0,21,0,0,2,1,0,0,0,0,5702,872,0
0,53,0,1,2,0,0,0,0,0,-1,-1,1
0,64,0,0,1,0,0,0,0,0,5561,282,1
0,13,0,0,2,0,0,0,0,0,677,52,1
0,18,0,0,2,0,0,0,0,0,372,357,0
0,14,0,0,1,1,0,0,0,0,2338,217,0
0,103,0,1,2,0,0,0,0,0,291,73,1
0,22,0,0,2,1,0,0,0,0,7478,190,0
0,15,0,0,2,0,0,0,0,0,6138,70,0
0,16,0,0,2,0,0,0,0,0,5539,304,0
0,21,0,0,3,1,0,0,0,0,-1,-1,0
0,50,0,0,2,1,0,0,0,0,-1,-1,0
0,13,0,0,1,1,0,0,0,0,1238,222,0
0,18,0,0,2,0,0,0,0,0,-1,-1,0
0,25,0,0,2,0,0,0,0,0,-1,-1,0
0,26,0,0,2,1,2,0,0,0,6741,3485,0
0,21,0,0,4,1,0,0,0,0,8006,-1,0
0,19,0,0,2,1,0,0,0,0,-1,-1,1
0,51,0,0,2,1,0,0,0,0,-1,-1,1
0,20,0,0,2,0,0,0,0,0,-1,-1,0
0,23,0,0,2,0,0,0,0,0,-1,-1,0
0,37,0,0,2,1,1,0,0,0,-1,-1,1
0,18,0,0,2,1,0,0,0,0,6090,118,0
0,20,0,0,2,0,0,0,0,0,8242,158,0
0,15,0,0,2,0,0,0,0,0,670,59,0
0,134,0,0,2,0,1,0,0,0,-1,-1,1
0,14,0,0,3,1,0,0,0,0,-1,-1,0
0,12,0,0,1,1,0,0,0,0,309,420,1
0,35,0,0,2,0,0,0,0,0,-1,-1,1
0,17,0,0,2,0,0,0,0,0,242,122,0
0,29,0,0,3,0,0,0,0,0,-1,-1,0
0,64,0,1,2,1,1,0,0,0,6289,650,1
0,17,0,0,1,1,0,0,0,0,1932,258,0
0,47,0,0,2,0,0,0,0,0,-1,-1,1
0,13,0,0,2,0,0,0,0,0,5517,326,0
0,17,0,0,2,1,0,0,0,0,7428,606,0
1,15,0,0,3,0,0,0,0,0,-1,-1,1
0,13,0,0,2,1,0,0,0,0,7472,206,0
0,197,0,0,1,1,0,0,0,0,1124,336,1
0,17,0,0,3,1,0,0,0,0,-1,-1,0
0,25,0,0,2,0,0,0,0,0,4283,99,0
0,66,0,0,2,1,0,0,0,0,9143,2908,0
0,23,0,0,2,1,0,0,0,0,-1,-1,0
0,23,0,0,4,1,0,0,0,0,8023,-1,0
0,242,0,0,2,0,0,0,0,0,-1,-1,1
0,20,0,0,2,0,0,0,0,0,-1,-1,0
0,33,0,0,2,1,0,0,0,0,-1,-1,1
0,34,0,0,4,0,0,0,0,0,8316,-1,0
0,46,0,0,2,0,0,0,0,0,-1,-1,1
0,23,0,0,2,0,1,0,0,0,-1,-1,0
0,31,0,0,2,1,0,0,0,0,3178,108,1
0,16,0,0,2,1,0,0,0,0,6930,390,0
0,26,0,0,4,1,0,0,0,0,7593,-1,0
0,15,0,0,2,0,0,0,0,0,5523,686,0
0,64,0,0,1,0,1,0,0,0,1654,171,1
0,65,0,0,2,1,1,0,0,0,3443,208,1
0,20,0,0,2,1,0,0,0,0,8210,190,0
0,93,0,0,2,1,0,0,0,0,-1,-1,1
0,45,0,0,2,1,0,0,0,0,-1,-1,1
0,21,0,0,2,1,0,0,0,0,3988,394,0
0,66,0,0,1,0,0,0,0,0,5130,347,1
0,25,0,0,2,1,0,0,0,0,6931,739,0
1,33,0,0,3,0,0,0,0,0,-1,-1,1
0,9,0,0,1,0,0,0,0,0,8184,216,0
0,28,0,0,2,1,0,0,0,0,-1,-1,0
0,26,0,0,2,1,0,0,0,0,-1,-1,1
0,17,0,0,3,1,0,0,0,0,-1,-1,0
0,22,0,0,2,1,0,0,0,0,3741,641,0
0,77,0,0,1,0,0,0,0,0,4514,233,1
0,10,0,0,1,1,0,0,0,0,6404,169,0
0,15,0,0,1,1,0,0,0,0,6648,290,0
0,17,0,0,1,1,0,0,0,0,534,195,0
0,50,0,0,2,0,0,0,0,0,1936,254,1
0,69,0,0,1,0,0,0,0,0,315,49,1
0,22,0,0,2,1,0,0,0,0,7052,983,0
0,65,0,0,2,0,0,0,0,0,-1,-1,1
0,26,0,0,1,0,0,0,0,0,3421,230,1
0,44,0,0,1,0,1,0,0,0,-1,-1,1
0,45,0,0,1,0,0,0,0,0,3663,353,1
0,30,0,0,4,1,0,0,0,0,8469,-1,0
0,66,0,1,2,1,0,0,0,0,-1,-1,1
0,66,0,0,1,0,0,0,0,0,1574,251,1
0,15,0,0,2,1,0,0,0,0,6778,160,0
0,14,0,0,1,1,0,0,0,0,5903,671,0
0,28,0,0,1,1,0,0,0,0,5488,355,0
0,20,0,0,2,0,0,0,0,0,5681,893,0
0,33,0,0,1,1,0,0,0,0,3280,371,1
0,18,0,0,2,0,0,0,0,0,7230,74,0
0,12,0,0,3,0,0,0,0,0,-1,-1,0
0,24,0,0,2,1,0,0,0,0,5089,388,0
0,16,0,0,2,0,1,0,0,0,6058,150,0
